Index,Variant,region,Location code,ISO3,Type,Year,total_pop_january,total_pop_july,male_pop_july,female_pop_july,pop_density_july,sex_ratio_july,age_median_july,life_expectancy_birth,male_life_expectancy_birth,female_life_expectancy_birth,infant_mortality_rate_per_thou,under_5_deaths
17981,Estimates,El Salvador,222,SLV,Country/Area,2017,  6 209,  6 214,  2 957,  3 257,299.9,90.8,24.5,71,65.9,75.8,11.8,2
17982,Estimates,El Salvador,222,SLV,Country/Area,2018,  6 218,  6 220,  2 958,  3 262,300.2,90.7,24.9,71.4,66.5,75.9,11.4,1
17983,Estimates,El Salvador,222,SLV,Country/Area,2019,  6 221,  6 222,  2 958,  3 264,300.3,90.6,25.3,71.7,67.1,76,11,1
17984,Estimates,El Salvador,222,SLV,Country/Area,2020,  6 223,  6 235,  2 963,  3 272,300.9,90.6,25.7,70.2,65.5,74.7,10.6,1
17985,Estimates,El Salvador,222,SLV,Country/Area,2021,  6 246,  6 256,  2 972,  3 284,301.9,90.5,26.1,69.9,65.2,74.3,10.2,1
17986,Estimates,El Salvador,222,SLV,Country/Area,2022,  6 265,  6 280,  2 983,  3 297,303.1,90.5,26.5,72,67.4,76.2,9.9,1
17987,Estimates,El Salvador,222,SLV,Country/Area,2023,  6 295,  6 310,  2 997,  3 312,304.5,90.5,27,72.1,67.5,76.3,9.5,1
17988,Estimates,Guatemala,320,GTM,Country/Area,1950,  3 058,  3 097,  1 590,  1 507,28.9,105.5,16.8,37.8,37.7,37.9,161.3,40
17989,Estimates,Guatemala,320,GTM,Country/Area,1951,  3 136,  3 177,  1 631,  1 547,29.7,105.4,16.8,38.3,38.2,38.5,159.9,40
17990,Estimates,Guatemala,320,GTM,Country/Area,1952,  3 219,  3 262,  1 673,  1 588,30.4,105.3,16.7,38.9,38.8,39.1,158.6,41
17991,Estimates,Guatemala,320,GTM,Country/Area,1953,  3 305,  3 349,  1 718,  1 631,31.3,105.3,16.6,39.5,39.3,39.7,157.1,42
17992,Estimates,Guatemala,320,GTM,Country/Area,1954,  3 393,  3 439,  1 763,  1 676,32.1,105.2,16.5,40.1,39.9,40.2,155.6,42
17993,Estimates,Guatemala,320,GTM,Country/Area,1955,  3 485,  3 533,  1 811,  1 722,33,105.2,16.3,40.7,40.5,40.8,153.9,43
17994,Estimates,Guatemala,320,GTM,Country/Area,1956,  3 581,  3 631,  1 861,  1 770,33.9,105.1,16.2,41.3,41.1,41.4,152,43
17995,Estimates,Guatemala,320,GTM,Country/Area,1957,  3 681,  3 733,  1 913,  1 820,34.8,105.1,16,41.9,41.8,42,149.9,43
17996,Estimates,Guatemala,320,GTM,Country/Area,1958,  3 784,  3 837,  1 966,  1 871,35.8,105,15.9,43.1,43,43.3,147.6,43
17997,Estimates,Guatemala,320,GTM,Country/Area,1959,  3 890,  3 946,  2 021,  1 925,36.8,105,15.7,44.3,44.1,44.5,145.2,43
17998,Estimates,Guatemala,320,GTM,Country/Area,1960,  4 003,  4 064,  2 081,  1 983,37.9,105,15.6,45.8,45.6,45.9,142.7,43
17999,Estimates,Guatemala,320,GTM,Country/Area,1961,  4 124,  4 186,  2 143,  2 043,39.1,104.9,15.6,46.1,45.9,46.3,140.1,42
18000,Estimates,Guatemala,320,GTM,Country/Area,1962,  4 248,  4 312,  2 207,  2 105,40.2,104.9,15.5,46.5,46.2,46.8,137.6,42
18001,Estimates,Guatemala,320,GTM,Country/Area,1963,  4 376,  4 440,  2 272,  2 168,41.4,104.8,15.5,46.6,46.1,47.1,135,42
18002,Estimates,Guatemala,320,GTM,Country/Area,1964,  4 505,  4 571,  2 338,  2 233,42.7,104.7,15.5,47.1,46.5,47.6,132.5,42
18003,Estimates,Guatemala,320,GTM,Country/Area,1965,  4 637,  4 705,  2 405,  2 300,43.9,104.6,15.5,47.2,46.5,47.9,130,41
18004,Estimates,Guatemala,320,GTM,Country/Area,1966,  4 773,  4 841,  2 474,  2 367,45.2,104.5,15.6,47.5,46.6,48.5,127.7,41
18005,Estimates,Guatemala,320,GTM,Country/Area,1967,  4 909,  4 979,  2 543,  2 436,46.5,104.4,15.6,47.7,46.8,48.8,125.1,41
18006,Estimates,Guatemala,320,GTM,Country/Area,1968,  5 048,  5 118,  2 612,  2 506,47.8,104.2,15.6,47.8,46.6,49,122.1,41
18007,Estimates,Guatemala,320,GTM,Country/Area,1969,  5 188,  5 257,  2 681,  2 576,49.1,104.1,15.7,47.5,46.2,49,119.6,41
18008,Estimates,Guatemala,320,GTM,Country/Area,1970,  5 326,  5 397,  2 750,  2 647,50.4,103.9,15.7,48.5,47.1,50.1,116.7,40
18009,Estimates,Guatemala,320,GTM,Country/Area,1971,  5 468,  5 538,  2 821,  2 718,51.7,103.8,15.7,50.3,48.7,52,113.9,40
18010,Estimates,Guatemala,320,GTM,Country/Area,1972,  5 609,  5 683,  2 892,  2 791,53,103.6,15.7,51.8,50.2,53.6,111.1,39
18011,Estimates,Guatemala,320,GTM,Country/Area,1973,  5 757,  5 832,  2 966,  2 865,54.4,103.5,15.7,52.8,51.2,54.6,108.2,39
18012,Estimates,Guatemala,320,GTM,Country/Area,1974,  5 907,  5 981,  3 040,  2 941,55.8,103.4,15.8,53,51.3,54.9,105.4,39
18013,Estimates,Guatemala,320,GTM,Country/Area,1975,  6 056,  6 129,  3 113,  3 015,57.2,103.2,15.8,52.8,51.2,54.7,102.6,38
18014,Estimates,Guatemala,320,GTM,Country/Area,1976,  6 202,  6 262,  3 180,  3 083,58.4,103.2,15.9,47.6,46.8,48.5,108,44
18015,Estimates,Guatemala,320,GTM,Country/Area,1977,  6 323,  6 402,  3 249,  3 152,59.7,103.1,15.9,55.2,53.2,57.3,96.9,37
18016,Estimates,Guatemala,320,GTM,Country/Area,1978,  6 480,  6 562,  3 328,  3 234,61.2,102.9,16,56.4,54,59,94,37
18017,Estimates,Guatemala,320,GTM,Country/Area,1979,  6 643,  6 728,  3 409,  3 319,62.8,102.7,16,56.6,53.9,59.6,91.4,36
18018,Estimates,Guatemala,320,GTM,Country/Area,1980,  6 813,  6 900,  3 492,  3 408,64.4,102.5,16,55.3,51.9,59.3,88.7,36
18019,Estimates,Guatemala,320,GTM,Country/Area,1981,  6 988,  7 076,  3 576,  3 500,66,102.2,16,54.7,50.6,59.6,85.6,35
18020,Estimates,Guatemala,320,GTM,Country/Area,1982,  7 163,  7 240,  3 649,  3 592,67.6,101.6,16,48.9,43.6,55.6,91.4,42
18021,Estimates,Guatemala,320,GTM,Country/Area,1983,  7 317,  7 420,  3 730,  3 690,69.2,101.1,15.9,57.9,55.3,60.7,80,34
18022,Estimates,Guatemala,320,GTM,Country/Area,1984,  7 522,  7 631,  3 832,  3 798,71.2,100.9,15.9,59.1,56.7,61.6,77.2,33
18023,Estimates,Guatemala,320,GTM,Country/Area,1985,  7 739,  7 850,  3 939,  3 910,73.3,100.7,16,59.8,57.4,62.4,74.4,32
18024,Estimates,Guatemala,320,GTM,Country/Area,1986,  7 960,  8 071,  4 047,  4 024,75.3,100.6,16,60.3,57.8,63.1,71.6,31
18025,Estimates,Guatemala,320,GTM,Country/Area,1987,  8 181,  8 296,  4 156,  4 140,77.4,100.4,16,61,58.5,63.7,69.1,30
18026,Estimates,Guatemala,320,GTM,Country/Area,1988,  8 412,  8 532,  4 271,  4 261,79.6,100.2,16,61.5,59,64.2,66.3,30
18027,Estimates,Guatemala,320,GTM,Country/Area,1989,  8 653,  8 776,  4 390,  4 386,81.9,100.1,16,61.7,59.2,64.5,63.8,29
18028,Estimates,Guatemala,320,GTM,Country/Area,1990,  8 898,  9 025,  4 511,  4 514,84.2,99.9,16,61.8,59.1,64.6,61.5,29
18029,Estimates,Guatemala,320,GTM,Country/Area,1991,  9 151,  9 273,  4 631,  4 641,86.5,99.8,16.1,61.9,59.2,64.9,58.9,28
18030,Estimates,Guatemala,320,GTM,Country/Area,1992,  9 394,  9 522,  4 752,  4 770,88.9,99.6,16.1,62,59.2,65,56.6,27
18031,Estimates,Guatemala,320,GTM,Country/Area,1993,  9 650,  9 780,  4 877,  4 903,91.3,99.5,16.2,62.4,59.7,65.4,54.4,26
18032,Estimates,Guatemala,320,GTM,Country/Area,1994,  9 909,  10 044,  5 006,  5 038,93.7,99.4,16.2,63,60.1,66.2,52.2,25
18033,Estimates,Guatemala,320,GTM,Country/Area,1995,  10 178,  10 313,  5 139,  5 174,96.2,99.3,16.2,63.7,60.6,66.9,50.1,25
18034,Estimates,Guatemala,320,GTM,Country/Area,1996,  10 448,  10 584,  5 272,  5 312,98.8,99.2,16.3,64.5,61.5,67.8,48.2,24
18035,Estimates,Guatemala,320,GTM,Country/Area,1997,  10 719,  10 858,  5 407,  5 451,101.3,99.2,16.4,65.2,62.1,68.6,46.3,23
18036,Estimates,Guatemala,320,GTM,Country/Area,1998,  10 996,  11 139,  5 545,  5 594,103.9,99.1,16.4,66,62.9,69.3,44.7,23
18037,Estimates,Guatemala,320,GTM,Country/Area,1999,  11 282,  11 423,  5 685,  5 738,106.6,99.1,16.5,66.6,63.5,69.9,42.9,22
18038,Estimates,Guatemala,320,GTM,Country/Area,2000,  11 564,  11 698,  5 821,  5 877,109.2,99,16.6,67.1,64,70.3,41.3,21
18039,Estimates,Guatemala,320,GTM,Country/Area,2001,  11 831,  11 969,  5 955,  6 015,111.7,99,16.8,67.4,64.4,70.6,39.7,20
18040,Estimates,Guatemala,320,GTM,Country/Area,2002,  12 107,  12 247,  6 092,  6 155,114.3,99,16.9,67.8,64.7,71.1,38.3,20
18041,Estimates,Guatemala,320,GTM,Country/Area,2003,  12 386,  12 526,  6 229,  6 297,116.9,98.9,17,68.2,65.1,71.4,36.8,19
18042,Estimates,Guatemala,320,GTM,Country/Area,2004,  12 665,  12 807,  6 367,  6 440,119.5,98.9,17.2,68.2,65.1,71.5,35.5,18
18043,Estimates,Guatemala,320,GTM,Country/Area,2005,  12 950,  13 088,  6 505,  6 583,122.1,98.8,17.4,68.2,65.1,71.3,34.6,18
18044,Estimates,Guatemala,320,GTM,Country/Area,2006,  13 226,  13 367,  6 643,  6 725,124.7,98.8,17.6,68.8,65.6,72,32.9,16
18045,Estimates,Guatemala,320,GTM,Country/Area,2007,  13 509,  13 652,  6 783,  6 870,127.4,98.7,17.8,69.3,66.2,72.5,31.6,16
18046,Estimates,Guatemala,320,GTM,Country/Area,2008,  13 795,  13 935,  6 922,  7 013,130,98.7,18.1,69.5,66.4,72.7,30.5,15
18047,Estimates,Guatemala,320,GTM,Country/Area,2009,  14 075,  14 216,  7 060,  7 156,132.7,98.7,18.3,69.7,66.6,72.8,29.3,15
18048,Estimates,Guatemala,320,GTM,Country/Area,2010,  14 356,  14 500,  7 200,  7 300,135.3,98.6,18.6,69.9,67,72.8,28.2,14
18049,Estimates,Guatemala,320,GTM,Country/Area,2011,  14 644,  14 792,  7 344,  7 448,138,98.6,18.9,70.3,67.5,73.2,27.1,14
18050,Estimates,Guatemala,320,GTM,Country/Area,2012,  14 940,  15 090,  7 491,  7 598,140.8,98.6,19.1,70.7,68,73.5,26,13
18051,Estimates,Guatemala,320,GTM,Country/Area,2013,  15 240,  15 387,  7 639,  7 749,143.6,98.6,19.4,70.9,68.2,73.6,25,13
18052,Estimates,Guatemala,320,GTM,Country/Area,2014,  15 535,  15 682,  7 784,  7 897,146.3,98.6,19.7,70.9,68.3,73.6,24.1,12
18053,Estimates,Guatemala,320,GTM,Country/Area,2015,  15 828,  15 972,  7 928,  8 044,149,98.6,20,70.9,68.3,73.6,23.2,12
18054,Estimates,Guatemala,320,GTM,Country/Area,2016,  16 115,  16 269,  8 075,  8 193,151.8,98.6,20.3,71.2,68.6,73.8,22.3,11
18055,Estimates,Guatemala,320,GTM,Country/Area,2017,  16 422,  16 567,  8 223,  8 344,154.6,98.6,20.6,71.6,69.1,74.1,21.6,11
18056,Estimates,Guatemala,320,GTM,Country/Area,2018,  16 712,  16 846,  8 362,  8 484,157.2,98.6,20.9,71.5,69.2,73.8,20.9,11
18057,Estimates,Guatemala,320,GTM,Country/Area,2019,  16 979,  17 104,  8 490,  8 614,159.6,98.6,21.2,71.6,69.3,74,20.1,10
18058,Estimates,Guatemala,320,GTM,Country/Area,2020,  17 229,  17 357,  8 614,  8 743,162,98.5,21.6,70,67,73.2,19.5,9
18059,Estimates,Guatemala,320,GTM,Country/Area,2021,  17 486,  17 599,  8 730,  8 869,164.2,98.4,21.9,67.9,64.9,71,18.8,9
18060,Estimates,Guatemala,320,GTM,Country/Area,2022,  17 711,  17 848,  8 851,  8 996,166.6,98.4,22.2,71.2,68.7,73.7,18.2,8
18061,Estimates,Guatemala,320,GTM,Country/Area,2023,  17 984,  18 125,  8 989,  9 136,169.1,98.4,22.6,72.6,70.3,74.9,17.6,8
18062,Estimates,Honduras,340,HND,Country/Area,1950,  1 538,  1 559,783,776,14.3,100.9,17.6,41,39.4,42.8,169.9,21
18063,Estimates,Honduras,340,HND,Country/Area,1951,  1 580,  1 601,804,798,14.7,100.8,17.4,41.6,40,43.3,167.4,22
18064,Estimates,Honduras,340,HND,Country/Area,1952,  1 623,  1 646,826,820,15.1,100.7,17.2,42,40.5,43.7,164.9,22
18065,Estimates,Honduras,340,HND,Country/Area,1953,  1 668,  1 692,849,843,15.5,100.7,17,42.5,41,44.1,162.3,22
18066,Estimates,Honduras,340,HND,Country/Area,1954,  1 715,  1 740,873,867,16,100.6,16.8,43,41.5,44.6,159.5,22
18067,Estimates,Honduras,340,HND,Country/Area,1955,  1 764,  1 789,897,892,16.4,100.6,16.6,43.7,42.2,45.2,156.5,22
18068,Estimates,Honduras,340,HND,Country/Area,1956,  1 815,  1 841,923,918,16.9,100.6,16.4,44.2,42.8,45.8,153.2,22
18069,Estimates,Honduras,340,HND,Country/Area,1957,  1 867,  1 894,950,944,17.4,100.6,16.2,44.9,43.5,46.5,149.7,22
18070,Estimates,Honduras,340,HND,Country/Area,1958,  1 920,  1 948,977,971,17.9,100.6,16,45.6,44.2,47.2,146.1,22
18071,Estimates,Honduras,340,HND,Country/Area,1959,  1 976,  2 004,  1 005,999,18.4,100.6,15.7,46.4,44.9,48,142.4,21
18072,Estimates,Honduras,340,HND,Country/Area,1960,  2 033,  2 062,  1 034,  1 028,18.9,100.6,15.5,47.1,45.7,48.7,138.6,21
18073,Estimates,Honduras,340,HND,Country/Area,1961,  2 091,  2 121,  1 064,  1 057,19.4,100.6,15.3,47.7,46.3,49.2,135.2,21
18074,Estimates,Honduras,340,HND,Country/Area,1962,  2 151,  2 182,  1 094,  1 088,20,100.6,15.1,48.6,47.2,50.2,131,20
18075,Estimates,Honduras,340,HND,Country/Area,1963,  2 213,  2 245,  1 126,  1 119,20.6,100.6,15,49.4,47.9,51,127.2,20
18076,Estimates,Honduras,340,HND,Country/Area,1964,  2 277,  2 310,  1 159,  1 151,21.2,100.6,14.9,50.2,48.7,51.8,123.5,20
18077,Estimates,Honduras,340,HND,Country/Area,1965,  2 343,  2 377,  1 192,  1 185,21.8,100.7,14.9,50.9,49.2,52.6,119.8,20
18078,Estimates,Honduras,340,HND,Country/Area,1966,  2 411,  2 447,  1 227,  1 219,22.4,100.7,14.9,51.6,49.9,53.4,116,19
18079,Estimates,Honduras,340,HND,Country/Area,1967,  2 482,  2 519,  1 264,  1 255,23.1,100.7,14.8,52.3,50.6,54.1,112.4,19
18080,Estimates,Honduras,340,HND,Country/Area,1968,  2 555,  2 593,  1 301,  1 292,23.8,100.7,14.8,53,51.3,54.8,108.9,19
18081,Estimates,Honduras,340,HND,Country/Area,1969,  2 631,  2 670,  1 340,  1 330,24.5,100.7,14.9,53.7,52,55.5,105.4,18
18082,Estimates,Honduras,340,HND,Country/Area,1970,  2 710,  2 751,  1 380,  1 370,25.2,100.7,14.9,54.4,52.7,56.1,102,18
18083,Estimates,Honduras,340,HND,Country/Area,1971,  2 792,  2 835,  1 423,  1 412,26,100.8,14.9,55,53.3,56.8,98.8,18
18084,Estimates,Honduras,340,HND,Country/Area,1972,  2 877,  2 922,  1 467,  1 455,26.8,100.8,14.9,55.7,53.9,57.5,95.5,18
18085,Estimates,Honduras,340,HND,Country/Area,1973,  2 967,  3 011,  1 512,  1 500,27.6,100.8,14.9,54.6,53.1,56.1,94.4,18
18086,Estimates,Honduras,340,HND,Country/Area,1974,  3 056,  3 100,  1 556,  1 544,28.4,100.8,14.9,52.5,51.8,53.3,97.3,20
18087,Estimates,Honduras,340,HND,Country/Area,1975,  3 143,  3 193,  1 603,  1 590,29.3,100.8,15,57.5,55.8,59.3,85.9,17
18088,Estimates,Honduras,340,HND,Country/Area,1976,  3 243,  3 294,  1 654,  1 640,30.2,100.8,15.1,58.2,56.3,60.1,82.8,17
18089,Estimates,Honduras,340,HND,Country/Area,1977,  3 346,  3 399,  1 707,  1 692,31.2,100.9,15.1,58.7,56.9,60.5,79.7,16
18090,Estimates,Honduras,340,HND,Country/Area,1978,  3 451,  3 505,  1 761,  1 744,32.1,101,15.1,59.2,57.5,61.1,76.6,16
18091,Estimates,Honduras,340,HND,Country/Area,1979,  3 559,  3 615,  1 817,  1 798,33.1,101,15.2,59.8,58.1,61.7,73.6,16
18092,Estimates,Honduras,340,HND,Country/Area,1980,  3 670,  3 727,  1 873,  1 854,34.2,101.1,15.2,60.4,58.6,62.3,70.6,15
18093,Estimates,Honduras,340,HND,Country/Area,1981,  3 784,  3 842,  1 931,  1 910,35.2,101.1,15.2,61,59.1,63,67.7,15
18094,Estimates,Honduras,340,HND,Country/Area,1982,  3 900,  3 959,  1 990,  1 968,36.3,101.1,15.2,61.7,59.6,63.9,65,14
18095,Estimates,Honduras,340,HND,Country/Area,1983,  4 018,  4 078,  2 051,  2 028,37.4,101.1,15.3,62.4,60.1,64.9,62.1,14
18096,Estimates,Honduras,340,HND,Country/Area,1984,  4 139,  4 200,  2 112,  2 088,38.5,101.1,15.3,62.8,60.6,65.2,59.5,13
18097,Estimates,Honduras,340,HND,Country/Area,1985,  4 261,  4 323,  2 174,  2 149,39.6,101.2,15.4,63.2,61.2,65.4,56.9,13
18098,Estimates,Honduras,340,HND,Country/Area,1986,  4 386,  4 449,  2 237,  2 212,40.8,101.2,15.5,63.7,61.6,65.8,54.4,13
18099,Estimates,Honduras,340,HND,Country/Area,1987,  4 512,  4 577,  2 302,  2 275,42,101.2,15.5,64.1,62.1,66.2,52.1,12
18100,Estimates,Honduras,340,HND,Country/Area,1988,  4 642,  4 708,  2 368,  2 340,43.2,101.2,15.6,64.4,62.4,66.5,49.9,12
18101,Estimates,Honduras,340,HND,Country/Area,1989,  4 774,  4 842,  2 436,  2 406,44.4,101.2,15.6,64.8,62.8,66.9,47.7,11
18102,Estimates,Honduras,340,HND,Country/Area,1990,  4 910,  4 980,  2 506,  2 475,45.7,101.2,15.7,65.2,63.2,67.3,45.7,11
18103,Estimates,Honduras,340,HND,Country/Area,1991,  5 051,  5 124,  2 578,  2 546,47,101.3,15.7,65.6,63.6,67.7,43.8,11
18104,Estimates,Honduras,340,HND,Country/Area,1992,  5 197,  5 271,  2 653,  2 619,48.3,101.3,15.8,65.9,63.9,68,41.9,10
18105,Estimates,Honduras,340,HND,Country/Area,1993,  5 346,  5 423,  2 729,  2 694,49.7,101.3,15.9,66.1,64,68.3,41,11
18106,Estimates,Honduras,340,HND,Country/Area,1994,  5 500,  5 579,  2 808,  2 771,51.2,101.3,16,66.5,64.5,68.7,38.9,10
18107,Estimates,Honduras,340,HND,Country/Area,1995,  5 658,  5 740,  2 889,  2 851,52.6,101.4,16.1,66.9,64.9,69.1,37.1,10
18108,Estimates,Honduras,340,HND,Country/Area,1996,  5 821,  5 904,  2 972,  2 932,54.1,101.4,16.3,67.3,65.2,69.5,35.6,9
18109,Estimates,Honduras,340,HND,Country/Area,1997,  5 987,  6 071,  3 057,  3 015,55.7,101.4,16.4,67.5,65.5,69.7,34.2,9
18110,Estimates,Honduras,340,HND,Country/Area,1998,  6 156,  6 234,  3 140,  3 094,57.2,101.5,16.6,62.4,61.6,63.2,41.5,14
18111,Estimates,Honduras,340,HND,Country/Area,1999,  6 313,  6 400,  3 225,  3 176,58.7,101.5,16.8,68,65.9,70.2,31.6,9
18112,Estimates,Honduras,340,HND,Country/Area,2000,  6 488,  6 578,  3 314,  3 263,60.3,101.6,17,68.3,66.2,70.5,30.2,8
18113,Estimates,Honduras,340,HND,Country/Area,2001,  6 668,  6 758,  3 406,  3 352,62,101.6,17.1,68.5,66.4,70.7,29,8
18114,Estimates,Honduras,340,HND,Country/Area,2002,  6 848,  6 939,  3 497,  3 441,63.6,101.6,17.3,68.7,66.6,71,27.8,8
18115,Estimates,Honduras,340,HND,Country/Area,2003,  7 029,  7 119,  3 589,  3 530,65.3,101.7,17.5,68.9,66.8,71.1,26.7,7
18116,Estimates,Honduras,340,HND,Country/Area,2004,  7 209,  7 299,  3 680,  3 619,66.9,101.7,17.8,69.1,66.9,71.3,25.6,7
18117,Estimates,Honduras,340,HND,Country/Area,2005,  7 389,  7 478,  3 771,  3 708,68.6,101.7,18,69.2,67.1,71.5,24.6,7
18118,Estimates,Honduras,340,HND,Country/Area,2006,  7 568,  7 657,  3 861,  3 796,70.2,101.7,18.2,69.4,67.2,71.7,23.6,6
18119,Estimates,Honduras,340,HND,Country/Area,2007,  7 746,  7 835,  3 951,  3 884,71.8,101.7,18.5,69.5,67.4,71.9,22.8,6
18120,Estimates,Honduras,340,HND,Country/Area,2008,  7 924,  8 013,  4 041,  3 972,73.5,101.7,18.8,69.7,67.5,72,22,6
18121,Estimates,Honduras,340,HND,Country/Area,2009,  8 101,  8 190,  4 130,  4 060,75.1,101.7,19.1,69.8,67.6,72.2,21.1,6
18122,Estimates,Honduras,340,HND,Country/Area,2010,  8 278,  8 366,  4 219,  4 147,76.7,101.7,19.3,69.8,67.6,72.1,20.6,6
18123,Estimates,Honduras,340,HND,Country/Area,2011,  8 453,  8 541,  4 307,  4 234,78.3,101.7,19.6,70.1,67.9,72.6,19.7,5
18124,Estimates,Honduras,340,HND,Country/Area,2012,  8 628,  8 715,  4 395,  4 320,79.9,101.7,19.9,70.5,68.2,72.9,19,5
18125,Estimates,Honduras,340,HND,Country/Area,2013,  8 802,  8 889,  4 483,  4 407,81.5,101.7,20.3,70.8,68.4,73.2,18.3,5
18126,Estimates,Honduras,340,HND,Country/Area,2014,  8 976,  9 063,  4 570,  4 493,83.1,101.7,20.6,71,68.7,73.5,17.7,5
18127,Estimates,Honduras,340,HND,Country/Area,2015,  9 150,  9 237,  4 657,  4 580,84.7,101.7,20.9,71.3,69,73.8,17.1,5
18128,Estimates,Honduras,340,HND,Country/Area,2016,  9 325,  9 412,  4 745,  4 667,86.3,101.7,21.2,71.6,69.2,74.2,16.5,4
18129,Estimates,Honduras,340,HND,Country/Area,2017,  9 500,  9 588,  4 833,  4 755,87.9,101.6,21.6,71.8,69.4,74.4,15.9,4
18130,Estimates,Honduras,340,HND,Country/Area,2018,  9 676,  9 765,  4 922,  4 843,89.5,101.6,21.9,72,69.5,74.6,15.4,4
18131,Estimates,Honduras,340,HND,Country/Area,2019,  9 854,  9 944,  5 011,  4 933,91.2,101.6,22.2,72.1,69.7,74.7,14.9,4
18132,Estimates,Honduras,340,HND,Country/Area,2020,  10 033,  10 120,  5 099,  5 021,92.8,101.5,22.6,70.9,68.2,73.8,14.4,4
18133,Estimates,Honduras,340,HND,Country/Area,2021,  10 206,  10 290,  5 183,  5 107,94.3,101.5,22.9,69.5,67,72.2,13.9,4
18134,Estimates,Honduras,340,HND,Country/Area,2022,  10 373,  10 464,  5 269,  5 194,95.9,101.4,23.2,72.7,70.2,75.3,13.4,4
18135,Estimates,Honduras,340,HND,Country/Area,2023,  10 554,  10 645,  5 360,  5 285,97.6,101.4,23.5,72.9,70.3,75.5,13,4
18136,Estimates,Mexico,484,MEX,Country/Area,1950,  27 232,  27 588,  13 736,  13 852,14.1,99.2,16.9,43.8,42.3,45.5,157.5,329
18137,Estimates,Mexico,484,MEX,Country/Area,1951,  27 944,  28 320,  14 104,  14 216,14.5,99.2,16.7,44.8,43.2,46.4,152.2,321
18138,Estimates,Mexico,484,MEX,Country/Area,1952,  28 697,  29 090,  14 491,  14 599,14.8,99.3,16.6,45.7,44,47.4,147.1,313
18139,Estimates,Mexico,484,MEX,Country/Area,1953,  29 484,  29 899,  14 899,  15 000,15.3,99.3,16.4,47,45.5,48.7,141.9,305
18140,Estimates,Mexico,484,MEX,Country/Area,1954,  30 315,  30 753,  15 331,  15 422,15.7,99.4,16.2,48.3,46.8,49.9,136.8,297
18141,Estimates,Mexico,484,MEX,Country/Area,1955,  31 191,  31 651,  15 787,  15 864,16.2,99.5,16.1,49.6,48.1,51.1,131.9,290
18142,Estimates,Mexico,484,MEX,Country/Area,1956,  32 110,  32 588,  16 264,  16 324,16.6,99.6,15.9,50.4,48.9,51.8,127,282
18143,Estimates,Mexico,484,MEX,Country/Area,1957,  33 066,  33 563,  16 760,  16 803,17.1,99.7,15.8,51.1,49.6,52.7,122.4,276
18144,Estimates,Mexico,484,MEX,Country/Area,1958,  34 060,  34 575,  17 275,  17 300,17.6,99.9,15.7,51.8,50.3,53.4,118,270
18145,Estimates,Mexico,484,MEX,Country/Area,1959,  35 091,  35 627,  17 811,  17 817,18.2,100,15.6,52.7,51.1,54.3,113.8,265
18146,Estimates,Mexico,484,MEX,Country/Area,1960,  36 164,  36 725,  18 363,  18 361,18.7,100,15.5,53.6,51.9,55.3,109.8,260
18147,Estimates,Mexico,484,MEX,Country/Area,1961,  37 285,  37 890,  18 946,  18 944,19.3,100,15.4,54.4,53,55.9,106,257
18148,Estimates,Mexico,484,MEX,Country/Area,1962,  38 495,  39 129,  19 567,  19 562,20,100,15.3,55.1,53.6,56.5,102.5,254
18149,Estimates,Mexico,484,MEX,Country/Area,1963,  39 763,  40 424,  20 216,  20 208,20.6,100,15.2,55.5,54,57,99.2,253
18150,Estimates,Mexico,484,MEX,Country/Area,1964,  41 085,  41 772,  20 890,  20 882,21.3,100,15.2,55.9,54.2,57.7,96,251
18151,Estimates,Mexico,484,MEX,Country/Area,1965,  42 459,  43 174,  21 591,  21 584,22,100,15.1,56.7,54.8,58.7,93,249
18152,Estimates,Mexico,484,MEX,Country/Area,1966,  43 890,  44 629,  22 317,  22 312,22.8,100,15.1,57.4,55.4,59.4,90.2,247
18153,Estimates,Mexico,484,MEX,Country/Area,1967,  45 369,  46 130,  23 065,  23 065,23.5,100,15.1,58,55.8,60.3,87.4,245
18154,Estimates,Mexico,484,MEX,Country/Area,1968,  46 891,  47 668,  23 832,  23 837,24.3,100,15,58.2,56.1,60.4,84.8,243
18155,Estimates,Mexico,484,MEX,Country/Area,1969,  48 446,  49 233,  24 612,  24 621,25.1,100,15,58.4,56.4,60.6,82.2,240
18156,Estimates,Mexico,484,MEX,Country/Area,1970,  50 020,  50 815,  25 403,  25 412,25.9,100,15,58.9,57,60.8,79.6,236
18157,Estimates,Mexico,484,MEX,Country/Area,1971,  51 610,  52 413,  26 202,  26 211,26.8,100,15,59.4,57.5,61.4,77,232
18158,Estimates,Mexico,484,MEX,Country/Area,1972,  53 216,  54 030,  27 011,  27 019,27.6,100,15,60.1,58.1,62.1,74.5,227
18159,Estimates,Mexico,484,MEX,Country/Area,1973,  54 845,  55 667,  27 828,  27 839,28.4,100,15,60.5,58.3,62.8,72,221
18160,Estimates,Mexico,484,MEX,Country/Area,1974,  56 490,  57 320,  28 651,  28 669,29.3,99.9,15,61.2,58.8,63.6,69.6,214
18161,Estimates,Mexico,484,MEX,Country/Area,1975,  58 151,  58 982,  29 477,  29 506,30.1,99.9,15.1,61.9,59.4,64.5,67.2,207
18162,Estimates,Mexico,484,MEX,Country/Area,1976,  59 814,  60 646,  30 303,  30 343,31,99.9,15.2,62.5,59.9,65.2,64.8,199
